smiles,logP,RDKit logP
"CS(=O)(=O)c1ccc(NC(=O)N2CCC[C@H]2CC2CCCCC2)cc1
",4.0568,4.0568000000000035
"COc1ccc(C(=O)OCc2nc3ccccc3s2)cn1
",3.0569,3.0569000000000015
"COc1ccc(S(=O)(=O)Nc2ccccc2-n2nc(C)cc2C)cc1NC(C)=O
",3.25694,3.256940000000001
"Cn1c(=O)n(CC(=O)N[C@@H]2CCCc3ccc(F)cc32)c2ccccc21
",2.6729,2.6729000000000003
"N#C/C(C(=O)NC1CCCC1)=C(/[O-])Cc1cnn(-c2ccccc2)c1
",1.61158,1.6115799999999998
"NC(=O)[C@H](Nc1cccc(Oc2ccccc2)c1)c1ccc(F)cc1
",4.2565,4.256500000000002
"CCN(C[C@@H]1CCOC1)C(=O)Nc1cc2c(cc1Cl)OCCO2
",3.0015,3.001500000000001
"CCCCc1nnc(NC(=O)C2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)s1
",3.22852,3.2285200000000023
"CC[C@@H](NC(=O)c1ccc(Br)o1)C(=O)N1CCOCC1
",1.4093,1.4093
"CC[C@]1(c2ccccc2)NC(=O)N(CCOc2ccc(Cl)cc2Cl)C1=O
",4.2295,4.229500000000003
"COc1ccc(OC)c(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(C)on2)C3=O)c1
",3.0531200000000003,3.0531200000000016
"Cc1ccc(OCC(=O)NC(=S)NC[C@H]2CCCO2)cc1
",1.54352,1.5435199999999996
"CN(C(=O)CCOc1cccc(C(N)=O)c1)[C@H]1CCC[NH+](C)C1
",-0.3101,-0.3100999999999976
"COC(=O)c1ccc(NC(=O)c2c(C)sc3ncnc(N4CCC[C@H](C)C4)c23)cc1
",4.27492,4.274920000000003
"Cn1ncc2c1CC/C(=C\c1ccc(-n3cncn3)c(F)c1)C2=O
",2.3524,2.3524000000000003
"O=C(Cc1ccc([N+](=O)[O-])cc1)NCC1(O)CCOCC1
",0.795,0.795
"C=CCOc1ccc(CNc2ccc(OC)cc2)cc1
",3.8721,3.8721000000000023
"C[C@H]1N=C(CCNC(=O)CCC2=c3ccccc3=[NH+]C2)CS1
",-0.6286,-0.6285999999999983
"COC(=O)c1cc(NC(=O)[C@@H]2CCO[C@H]2C)ccc1C
",2.14512,2.1451200000000004
"COc1ccccc1[C@@H](C)NC(=O)c1cnc2c(C)cccn2c1=O
",2.50252,2.5025200000000005
"CC[C@@H](C)NS(=O)(=O)c1cc(N2C(=O)[C@@H](C)CS2(=O)=O)ccc1OC
",1.0845,1.0844999999999994
"CC(C)(C)NS(=O)(=O)c1ccc(OCC(=O)N2CCOCC2)cc1
",1.001,1.0010000000000001
"COCCCNC(=O)[C@H]1CN(C(=O)c2cccs2)CC12CCCCC2
",2.9233,2.923300000000001
"Cc1nc(-n2cccc2)sc1C(=O)Nc1cccc(-c2cn3ccsc3n2)c1
",4.87072,4.870720000000003
"CC[S@](=O)[C@H]1CCCC[C@@H]1NC(=O)NC[C@H](O)c1ccco1
",1.692,1.6919999999999995
"Cc1cc2ncn(C[C@H]3CC3(Cl)Cl)c2cc1C
",3.84694,3.8469400000000027
"Cc1ccccc1OCC(=O)O[C@@H](C)c1nccs1
",3.13472,3.1347200000000015
"C[C@H](C(=O)N1CCOCC1)[NH+]1CCN(Cc2ccc3c(c2)OCO3)CC1
",-0.6369,-0.6368999999999962
"CCN(C(=O)[C@@H]1Cc2ccccc2S1)[C@H]1CCC[C@@H]1C[NH3+]
",1.9625,1.9625
"Cc1cc(Br)ccc1NC(=O)[C@@H](C)[NH+](C)Cc1cccs1
",2.86092,2.86092
"COC(=O)[C@H]1CCC[C@H]1NC(=O)Nc1ccc(C)cc1C
",2.76664,2.7666400000000007
"CC(C)NS(=O)(=O)c1ccc(C(=O)N[C@H](C)c2ccccc2Br)cc1
",3.6268,3.626800000000003
"CC(C)OCCN1CCN(C(=O)Nc2ccccc2C(F)(F)F)CC1
",3.2799,3.2799000000000014
"CCn1cc(-c2nc(-c3cccc(Cl)c3)no2)c(=O)c2ccccc21
",4.3918,4.391800000000003
"COC[C@@H](C)NC(=O)C(=O)Nc1cc(-c2ccccc2)nn1C(C)C
",2.2206,2.2206
"C#CCOc1ccccc1CN1CCN(C2=[NH+]C[C@@H](C)S2)CC1
",0.3881,0.388100000000001
"COCCNC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(Br)cc1
",1.3648,1.3647999999999993
"Cc1ccc(C[C@H](O)c2c(F)cc(Br)cc2F)cc1
",4.31182,4.311820000000002
"COC(=O)[C@@]1(NC2CCCC2)CCCS[C@H]1C
",2.3459,2.3459000000000003
"CCC[NH2+][C@H](Cc1ccccc1)[C@@H]1CN(CC)CCO1
",1.2918,1.2918000000000003
"C=CCn1c(=O)c2c(nc3n2[C@H](C)C(C)=NN3C)n(C)c1=O
",0.4694,0.4693999999999998
"C[C@H]1CCCC[C@H]1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1Cl
",2.6694,2.6694000000000004
"COCCn1ccc2ccc(NC(=O)NCCc3ccccn3)cc21
",3.0469,3.0469000000000017
"Cc1nc(CNC(=O)C(=O)Nc2cc(Cl)ccc2Cl)no1
",1.93972,1.9397199999999994
"CS[C@@H]1CC[C@H](NC(=O)CCC(=O)c2ccc(C)s2)C1
",3.41972,3.4197200000000025
"Cc1nc(/C=N/Nc2ccc(Cl)nn2)c[nH]1
",1.60752,1.6075199999999996
"O=C(CSc1nnnn1C1CC1)N[C@H](CO)C(=O)[O-]
",-2.6729,-2.672899999999998
"O=C(COc1ccc(Br)cc1)N[C@H]1CCS(=O)(=O)C1
",1.1312,1.1311999999999998
"CCc1nnc(NC(=O)c2ccccc2N)s1
",1.935,1.9349999999999998
"O=C([O-])c1ccccc1-c1ccc(/C=C2\C(=O)N(c3cccc(Br)c3)C(=O)N=C2[O-])o1
",2.3816,2.3816000000000006
"COc1ccc(-c2csc(NC(=O)c3ccc(S(C)(=O)=O)cc3)n2)cc1OC
",3.4831,3.483100000000002
"COc1ccc(Cn2ccc3nc(N4CCN(c5ccccc5)CC4)ncc3c2=O)cc1
",3.175,3.1750000000000016
"Cc1nn(C)cc1/C=N/NC(=O)c1ccncc1
",0.8874200000000001,0.8874200000000001
"N#Cc1ccc(OC2CCC(NC(=O)c3ccc[nH]3)CC2)nc1
",2.40138,2.4013800000000005
"CC(C)c1ccc2oc(-c3ccc(C[NH3+])cc3)nc2c1
",3.3601,3.360100000000001
"COc1ccc([C@@H]2NC(=O)N[C@@](O)(C(F)(F)F)[C@H]2C(=O)c2ccc(F)cc2)cc1OC
",2.9468,2.9468000000000014
"Cc1cc(NC(=O)c2cccc([N+](=O)[O-])c2C)n(-c2ccccc2F)n1
",3.78874,3.7887400000000016
"CCC(=O)N1CCCC[C@@H]1C(=O)NCCc1ccc(F)cc1C
",2.58392,2.58392
"Cc1ccc(S(=O)(=O)N2C(N)=C(C#N)[C@H](c3ccc(Cl)cc3)[C@H]2C(=O)c2ccccc2)cc1
",4.3819,4.381900000000003
"C[NH+](C)[C@@H]1CC[C@H](NC(=O)[C@@H]2CCCc3[nH]ncc32)C1
",0.0114,0.011400000000001687
"CCOCCS(=O)(=O)[N-]c1cc(Br)ccc1O
",2.5262,2.5262000000000016
"NC1=NC(=O)[C@H](CC(=O)N2CC[C@H](c3ccccc3)C2)S1
",1.3493,1.3492999999999997
"Cc1noc(-c2cccnc2N2CC[C@H](NC(=O)COc3ccc(F)cc3)C2)n1
",2.35302,2.35302
"Cc1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C)cn3)n2)nc1
",2.9268400000000003,2.926840000000001
"CN(CC1CCCC1)C(=O)C(=O)Nc1cccc(SC(F)F)c1
",3.5884,3.588400000000002
"COc1cccnc1N(C)C(=O)C[C@H](C)Cc1ccc(Cl)cc1
",3.9753,3.9753000000000034
"O=C(c1cc(=O)[nH]c2ccccc12)N1CCC([C@H](O)c2ccccc2)CC1
",3.1139,3.113900000000002
"CCO[C@@H]1C[C@@H]([NH3+])[C@@H]1Nc1ncc(Cl)cc1F
",1.0739,1.0738999999999999
"CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)Cc2ccccc2-3)cc1
",4.4685,4.468500000000002
"COCCOC[C@H]1CC[NH+](C2C[C@@H](C)O[C@H](C)C2)C1
",0.5102,0.5102000000000022
"O=C1OC(c2ccccc2OC(F)F)=N/C1=C\c1cccc(F)c1
",3.7716,3.771600000000002
"COc1ccccc1CNC(=O)c1cc2sccc2n1Cc1cccc(F)c1
",4.8288,4.828800000000004
"CCOC(=O)C1(NCc2nnc(-c3cc(C)oc3C)o2)CCCC1
",2.91194,2.9119400000000013
"N#Cc1cccc(NC(=O)N2CCC(NC(=O)CC3CCCC3)CC2)c1
",3.25108,3.2510800000000017
"CCOC(=O)C1=C(c2ccccc2)Nc2ncnn2[C@H]1c1ccc(SC)cc1
",3.9893,3.9893000000000027
"Cc1cc(NC(=O)N[C@@H](Cc2ccccc2)c2ccccc2F)n(C)n1
",3.97312,3.9731200000000024
"C[C@H](Sc1cccc[n+]1[O-])C(=O)NC[C@H]1COc2ccccc2O1
",1.7568,1.7567999999999997
"O=C(NCCOc1ccc2c(c1)OCO2)c1cc(C2CC2)on1
",2.0895,2.0895
"N#CCC[NH2+]C1(C(=O)[O-])CC1
",-2.25402,-2.254019999999999
"CC[C@@H](Oc1ccccc1OC)C(=O)NCc1ccccn1
",2.564,2.564000000000001
"Cc1nc(C[C@@H](N)[C@]2([NH+](C)C)CCC[C@H](C)C2)cs1
",1.41472,1.4147199999999993
"CCOc1ccccc1/C=C1\Oc2c(ccc([O-])c2C[NH+]2CCN(C)CC2)C1=O
",1.1054,1.1053999999999995
"CC(C)Cn1cc[nH+]c1CN[C@@H](c1ccccc1)C(C)C
",3.4451,3.4451000000000027
"Cc1c(C[NH+]2CCC[C@H]2c2ccc3c(c2)OCO3)cc(C#N)n1C
",1.8539,1.8539
"O=C(CBr)c1cnc2ccc(Cl)cn12
",2.5653,2.5653000000000006
"COc1ccc(F)cc1NC(=O)c1sccc1S(=O)(=O)N(C)C
",2.3984,2.3984000000000005
"COc1ccc(Br)cc1/C=C1/C(=O)NN(c2ccc(C)c(C)c2)C1=O
",3.53594,3.535940000000001
"CC(C)(C)c1ccc(C(=O)N[C@H]2CCN3CCCc4cccc2c43)cc1
",4.6115,4.611500000000004
"CC[NH+]1CCC[C@@]2(CC1)C[NH+]=C(N)N2c1ccc(C)cc1
",-0.96218,-0.9621799999999954
"CN(C)c1ccc(/C=C(/C#N)C(=O)c2cccc(C#N)c2)cc1
",3.41416,3.4141600000000016
"CCCC[C@@H](NC(N)=O)C(=O)Nc1cc(OC)ccc1F
",1.9999,1.9998999999999996
"COC1=CC2=NC(SCc3cc(-c4ccccc4)on3)=NC2=CC1
",4.2033,4.203300000000002
"Cc1ccc([C@@](C)(O)CNC(=O)NC[C@@H](c2ccco2)[NH+]2CCCCC2)o1
",1.4978200000000002,1.497819999999999
"C[C@@H](NC(=O)CSc1ccc2c(c1)OCCCO2)c1ccc2ccccc2c1
",4.9706,4.970600000000005
"CCN1CCN(S(=O)(=O)c2cc(-c3csc(C)n3)ccc2C)CC1
",2.75314,2.753140000000001
"Cc1nccn1Cc1ccc(NC(=O)c2cccc(-n3cccc3)c2)cc1
",4.28282,4.282820000000003
"Cc1cccc([S@@](=O)Cc2ccc(N)c(F)c2)c1
",3.02412,3.024120000000001
"CC(C)C[C@@H](C[NH3+])c1nc(C2CCOCC2)no1
",1.3352,1.3351999999999997
"CC1=NC(SCC(=O)Nc2ccccc2C(F)(F)F)=NC(=O)[C@H]1Cc1ccccc1
",4.5931,4.593100000000003
"Cc1ccc(F)cc1NC(=O)C(=O)NCCCn1cc[nH+]c1
",0.8947200000000001,0.8947199999999993
"COc1cccc(C[NH2+]Cc2cccc(Br)c2OC)c1OC
",2.7385,2.738500000000001
"Nc1cc(=O)[nH]c(SCC(=O)Nc2nc(-c3ccc(Br)cc3)cs2)n1
",2.9689,2.9689000000000005
"CCc1noc(CN(CC)C(=O)C(C)(C)NC(=O)c2cccs2)n1
",2.2506,2.2506000000000004
"CC(C)C[C@](C)(O)CNC(=O)CC[C@H](C)O
",1.0607,1.0606999999999998
"C=C[C@@H](C)NC(=O)c1c(C)cc(C)c([N+](=O)[O-])c1C
",2.82436,2.8243600000000013
"O=C(Nc1ccc(S(=O)(=O)NC[C@@H]2CCCO2)cc1)[C@H]1CC(=O)N(c2ccc(F)c(Cl)c2)C1
",2.928,2.928000000000001
"CC1(C)CCC[C@H]1N1C(=O)c2cccc(N)c2C1=O
",2.4435,2.4435000000000002
"CCCNC(=O)NC(=O)CN1C(=O)N[C@](Cc2ccccc2)(c2ccccc2)C1=O
",1.9122,1.9122
"O=C(COc1cc(Cl)c(Cl)cc1Cl)N1CCN(C(=O)Nc2ccccc2)CC1
",4.4019,4.401900000000004
"CCc1nc2n(n1)C[C@H]([NH2+]CCNS(=O)(=O)c1ccccc1)CC2
",-0.3028,-0.30279999999999796
"CCCCN(C(=O)c1oc2ccccc2c1C)c1c(N)n(CCC)c(=O)[nH]c1=O
",3.03032,3.0303200000000015
"CCCn1c(S[C@H](C(N)=O)c2ccccc2)nc2sc(CC)cc2c1=O
",3.7491,3.749100000000002
"COc1cccc(CCNC(=O)CN2CCN(c3ccccc3O)CC2)c1
",1.8817,1.881699999999999
"c1ccc2c(NCc3nnc(C4CCC4)o3)cccc2c1
",4.1024,4.102400000000003
"CC1=C(C(=O)C2=C([O-])C(=O)N(CC[NH+](C)C)[C@H]2c2cccc(Cl)c2)[C@H](C)N=N1
",0.6796,0.6796000000000013
"CCOc1ccc([C@@H]2Nc3ccc(C(=O)N(C)C)cc3[C@H]3C=CC[C@H]32)cc1
",4.6136,4.6136000000000035
"COc1ccc(Cc2sc(NC(=O)[C@H]3COc4ccccc4O3)nc2C)cc1
",3.82942,3.8294200000000025
"Cc1cnc2nc(C[C@H](O)C(F)(F)F)[nH]c2c1
",1.73202,1.73202
"CCN(CC(C)(C)O)C(=O)COCc1ccccc1Cl
",2.476,2.476
"O=C(Nc1cccc2ccccc12)NC1CC[NH+](CC(F)F)CC1
",2.2737,2.2737
"O=C1C(=O)N(CC[NH+]2CCOCC2)[C@@H](c2cccc([N+](=O)[O-])c2)/C1=C(\O)c1cccs1
",0.9931,0.9931000000000014
"CC[C@@H](C)N(CC)C(=O)c1ccccc1N
",2.5294,2.5294
"Cc1cc(C)c(C(=O)Cn2nc(N)n(Nc3cccs3)c2=S)c(C)c1
",3.74115,3.741150000000002
"C[C@H]1CN(C(=O)CC[C@H](C)c2ccccc2)C(C)(C)CO1
",3.5962,3.5962000000000023
"CN(C)c1nc2c(c(-c3ccc(S(C)(=O)=O)cc3)n1)CCCC2
",2.4919,2.4919000000000002
"CC(C)c1ccc(CNC(N)=[NH2+])cc1
",-0.0266,-0.02659999999999829
"CN(C)N1C(N)=C(C#N)[C@@H](c2cccs2)C2=C1CCCC2=O
",2.32488,2.3248800000000003
"O=C(N[C@H]1C=C[C@H](C(=O)[O-])C1)c1cc(F)c(Cl)cc1Cl
",1.5569,1.5569
"CC(C)n1nnnc1COc1cccc(C(=O)NC2CCCCCC2)c1
",3.2856,3.2856000000000023
"O=S(=O)(NCc1ccc(Cl)cc1Cl)c1ccccc1Br
",4.2344,4.234400000000002
"COC[C@H](NC(=O)c1cc(-c2ccccc2)c(C)[nH]c1=O)C(N)=O
",0.5804199999999999,0.5804200000000002
"O[C@H]1CCCCC[C@H]1n1cc(-c2ccccc2Cl)cn1
",4.0696,4.069600000000003
"CC1=C[C@@H](C)[C@H]2C(=O)N([C@H](Cc3ccccc3)C(=O)[O-])C(=O)[C@H]2C1
",0.9349,0.9348999999999998
"CCCCNS(=O)(=O)Cc1ccc([N+](=O)[O-])cc1
",1.8143,1.8143000000000002
"COc1ccc(CC[C@H]2C[C@@H](C(C)(C)C)CCC2=O)cc1
",4.6593,4.6593000000000035
"C[C@H]1CN(CC(=O)Nc2nc(-c3ccccc3Cl)cs2)CCO1
",3.1227,3.122700000000002
"Cc1cc(Cl)cc(Cl)c1CNC(=O)c1cccs1
",4.29332,4.293320000000001
"CC(C)(C)OC(=O)NC1CCN(CC(=O)c2nccs2)CC1
",2.3149,2.3149000000000006
"COc1ccc(C)cc1[C@@H](C)NC[C@@H]1CN(C2CC2)CCO1
",2.51742,2.5174200000000004
"CCOC(=O)c1ccn(-c2cccc(NC(=O)C3CCCC3)c2)n1
",3.1777,3.1777000000000015
"O=C1N(C[NH+]2CCN(c3ccccc3)CC2)c2ccccc2C12O[C@@H]1CCCC[C@H]1O2
",1.9066,1.9066
"CC(C)c1nc(C(=O)[O-])nn1-c1ccccc1F
",0.8933,0.8932999999999995
"C1=C[C@H]2C[C@@H]1C[C@H]2CN1CC[NH+](C2CCCCCC2)CC1
",2.1219,2.1218999999999997
"CC(C)C[C@H](C[NH+](C)C)Nc1ncncc1N
",0.0299,0.029900000000001925
"O=C1C=C(c2cccs2)C[C@H](c2cccs2)[C@@H]1n1cnc([N+](=O)[O-])n1
",3.6906,3.6906000000000025
"C[NH2+]C1CCC([NH+](C)CC(=O)N[C@H](C)c2ccco2)CC1
",-0.5241,-0.524099999999996
"CC(C)c1nc2n(n1)CCC[C@H]2[NH2+]C[C@@H]1CCC[C@H](C)C1
",2.6261,2.6261
"CCCOC(=O)c1ccc(NC(=O)c2ccc[n+]([O-])c2)cc1
",2.1391,2.1391
"CCOc1cc(CO)cc(Br)c1OCc1ccccc1F
",4.0582,4.058200000000002
"O=C(Cn1nnn(-c2cccs2)c1=O)NC[C@@H]1CN(Cc2ccccc2)CCO1
",0.5077,0.5077
"CC(C)[C@H](O)CCNC(=O)C(=O)Nc1ccn(-c2ncccc2Cl)n1
",1.3824,1.3823999999999994
"Cc1cccc(C(=O)NCCS(=O)(=O)NCC2CCC2)c1C
",1.7527400000000002,1.7527399999999997
"CCCC(=O)N1CCC(C(=O)NN=C(c2ccccc2)c2ccccc2)CC1
",3.5939,3.5939000000000023
"O=C(N[C@H](NC(=S)Nc1ccccc1)C(Cl)(Cl)Cl)c1cccc(Br)c1
",4.8618,4.8618000000000015
"CCN(Cc1ccccc1)C(=O)c1cc(NC(=O)Cc2ccccc2)n(C)n1
",3.2636,3.263600000000002
"CC(C)CC(=O)N1CCN(C(=O)c2cnc3c(c2)NC(=O)CO3)CC1
",0.743,0.7430000000000001
"O=C(Cc1csc(NC(=O)Nc2ccc(Cl)cc2)n1)NCCc1ccc(Cl)cc1
",4.9953,4.995300000000003
"Cc1ccc2c(c1)C[C@@H](C[C@@H](C[NH3+])c1ccc(F)cc1)O2
",2.8534200000000003,2.85342
"CC1=C(C(=O)OC(C)C)[C@@H](c2ccc(C)s2)NC(=O)N1C
",2.97822,2.978220000000001
"COc1cc(F)c([N+](=O)[O-])c(NC[C@@H](O)c2cnn(C)c2)c1
",1.6215,1.6214999999999997
"COc1ccc(C(=O)N2CCC([C@@]3(C)NC(=O)N(C4Cc5ccccc5C4)C3=O)CC2)cc1
",3.0253,3.0253000000000014
"CCc1cnc(NC(=O)c2cc(C)n(C(C)C)c2C)s1
",3.95704,3.9570400000000028
"COc1ccccc1-c1nc(C[NH+](C)Cc2ccc(C#N)cc2)cs1
",2.90528,2.905280000000001
"COc1ccc(-c2noc(-c3cc(-c4ccc(Cl)cc4)n[nH]3)n2)cc1OC
",4.4643,4.464300000000003
"CC[C@H](NC(=O)CN1C(=O)c2ccccc2N2C(=O)CC[C@]12C)c1ccc(C)cc1
",3.56132,3.561320000000002
"Cc1ccc(CNC(=O)NCc2ccnc(OC(C)(C)C)c2)cn1
",2.96172,2.9617200000000015
"CCN(CCO)C(=O)Nc1cccc(C(=O)Nc2cccc(C#N)c2)c1
",2.65668,2.6566800000000006
"Cc1cccc(-c2nn(C[NH+]3CCCCC3)c(=S)n2-c2ccccc2)c1
",3.40501,3.4050100000000016
"C[NH2+][C@@H](C1CCCC1)[C@@H]1CCc2cccnc21
",1.8634,1.8633999999999997
"Cc1ccc(-c2cccc(F)c2C(=O)[O-])c(C)c1
",2.47304,2.47304
"CN(C)C(=O)[C@@H](Sc1nnc2n(C)c3ccccc3n12)c1ccccc1
",3.1426,3.1426000000000016
"Cc1ccc(C(=O)NNC(=O)c2ccc(SC[C@H]3CCCO3)c([N+](=O)[O-])c2)cc1
",3.24912,3.2491200000000022
"CCCn1/c(=N/C(=O)[C@@H](CCSC)NC(N)=O)[nH]c2ccccc21
",1.5967,1.5967000000000002
"Cn1/c(=N/C(=O)c2sccc2S(=O)(=O)N2CCOCC2)sc2ccccc21
",2.0633,2.0633
"COc1ccccc1N1C[C@@H](C(=O)NN2C(=O)NC3(CCCCC3)C2=O)CC1=O
",1.334,1.3339999999999996
"COc1cc(OC)cc(C(=O)Nc2ccccc2C(=O)NC(C)(C)C)c1
",3.4844,3.4844000000000017
"C[C@H](Nc1nc(-c2ccncc2)nc2ccccc12)c1ccccn1
",4.2599,4.259900000000003
"CCOc1ccc(C[NH+]2CCC[C@H]([C@H](O)c3nccn3C)C2)cc1OC
",1.3559,1.3558999999999997
"O=C([O-])c1ccc([S@@](=O)Cc2ccc(O)cc2)cc1
",1.0635,1.0635000000000001
"CCc1nn(C)cc1CNC(=O)NCC(C)(C)Cc1ccccc1
",3.0506,3.050600000000002
"COC(=C(C#N)C#N)c1cccs1
",2.15276,2.1527600000000007
"O=C(NCc1ccnc(OCC(F)F)c1)NCc1cscn1
",2.1814,2.1814
"C[C@@H](C(=O)N1CCCC1)N1CCN(C(=O)NCc2ccco2)CC1
",1.1177,1.1177000000000001
"CC(C)c1ccc(CN(C)C(=O)NCCCn2cccn2)cc1
",3.2382,3.2382000000000017
"CNC(=O)[C@@H]1CCCN(C(=O)Nc2nn(-c3ccccc3Cl)cc2C)C1
",2.82402,2.824020000000001
"COc1ccccc1N1CC[NH+]([C@@H](C)C(=O)Nc2ccc(F)cc2)CC1
",1.5664,1.5663999999999993
"CN1C[NH+](C)CC2=C1NCNS2(=O)=O
",-2.9468,-2.946799999999997
"CNC(=O)c1ccc(O[C@@H]2CCC[C@H]([NH3+])C2)nn1
",-0.2319,-0.23189999999999994
"COc1ccc(C(=O)O[C@@H](C)[C@@H]2CCCO2)cc1OC(F)F
",3.0209,3.020900000000002
"Cc1ccc(/C=C2/SC(=S)N(CCC(=O)N3CCCc4ccccc43)C2=O)cc1
",4.56572,4.565720000000003
"CCc1cccc(S(=O)(=O)Nc2cccc(-c3nnnn3C)c2)c1
",2.2403,2.2403000000000004
"Cc1ccc2c(c1)CCN2C(=O)c1ccc(C)nc1C
",3.20976,3.209760000000002
"CCCNC(=O)CN1CCN(C(=O)Cc2c(C)nn(-c3ccccc3)c2C)CC1
",1.7020400000000002,1.7020400000000009
"Cc1ccc(C(=O)NC2CC[NH+](Cc3nc(-c4ccccc4)cs3)CC2)s1
",3.15732,3.1573200000000012
"CCOc1ccc(F)c(C(=O)OC[C@H]2CCCCO2)c1F
",3.0894,3.0894000000000013
"C[NH+]1CCC(NC(=O)c2ncoc2-c2ccccc2)CC1
",0.7485,0.7484999999999999
"O=C(NC[C@@H](O)CN1CCCC1=O)Nc1cccc(F)c1
",0.9305,0.9304999999999994
"CC[NH+]1CCC[C@H](NC(=O)c2ccc(OC)c(O)c2)C1
",0.1978,0.19780000000000025
"O=C(CSCC(F)(F)F)N1CCN(c2ccc(Cl)cn2)CC1
",2.6791,2.679100000000001
"COc1ccc(Cl)cc1S(=O)(=O)N[C@H](C)C(=O)NCc1ccc2c(c1)OCO2
",2.0605,2.0604999999999998
"Cn1cc(C(=O)Nc2ccc(-n3ccnn3)cc2)c(C(C)(C)C)n1
",2.5506,2.5506
"Cc1cccc(NC(=O)C[C@@H]2CCCCO2)c1C(=O)[O-]
",1.25622,1.2562199999999997
"Clc1ccc([C@H](NCCc2nnc3ccccn23)C2CC2)cc1Cl
",4.3195,4.319500000000003
"Clc1ccc(OCCCCSc2ncccn2)cc1Cl
",4.7347,4.734700000000003
"Cn1nnc2cc(C(=O)N[C@@H](C#N)c3ccc(Cl)c(Cl)c3)ccc21
",3.26978,3.269780000000001
"Cc1cc(C)cc(-c2nnc(Sc3nc(C(C)C)ns3)o2)c1
",4.47954,4.479540000000003
"C/C(=C/c1ccc(F)cc1)C(=O)NCc1cccc(OCC(F)F)n1
",3.5843,3.5843000000000016
"CC(C)Nc1cccc(CNC(=O)N[C@@H]2CC[NH+](CC3CC3)C2)c1
",1.3733,1.373300000000001
"O=C(COc1ccc(F)cc1F)NC[C@H](O)c1ccccc1Cl
",2.8468,2.846800000000001
"Cc1ccc(-n2nc3c(c2NC(=O)C(C)C)C[S@@](=O)C3)cc1
",2.53752,2.5375200000000007
"COc1nc(Oc2ccc3ccccc3c2)ccc1N
",3.6179,3.6179000000000014
"O=C(c1ccccc1)c1ccc2nc(Nc3ccccc3)c3nncn3c2c1
",4.2521,4.252100000000003
"O=C(C[C@@H](O)c1cccc(F)c1)Nc1cc(F)ccc1O
",2.7326,2.732600000000001
"CC(C)c1nc(CSCc2ccnn2C)no1
",2.3599,2.3599000000000006
"O=C(C1CCC1)N1CCC[C@H]1c1nc2cc(-c3ccccc3)ccc2o1
",4.9584,4.958400000000005
"O=C(CC[C@@H]1NC(=O)NC1=O)NC1CCN(c2ccccc2F)CC1
",0.8989,0.8989000000000003
"Cc1ccc(-n2nc3c(c2NC(=O)c2ccc(Br)o2)CSC3)cc1C
",4.84374,4.843740000000003
"C=CCn1c(SCc2nnc([S-])n2-c2ccccc2)nnc1-c1ccccc1
",3.9099,3.909900000000003
"c1nnn(C23C[C@H]4C[C@H](CC(c5nc6c7cn[nH]c7ncn6n5)(C4)C2)C3)n1
",1.2342,1.2341999999999995
"CCCn1ncnc1COc1ccc(C)nc1C[C@H](C)[NH3+]
",1.14342,1.1434199999999997
"CCSc1ccc(C(=O)N2CC[C@H](C)[C@H](O)C2)cn1
",2.0365,2.0365
"C[C@H]1[C@H](C(=O)[O-])CCN1S(=O)(=O)[C@@H](C)C#N
",-1.31142,-1.3114199999999978
"COc1ccccc1NC(=O)CSc1nnc(C)c(=O)n1N
",0.39992,0.39991999999999994
"Cc1ccc(S(=O)(=O)OCCc2coc3ccccc23)cc1
",3.68922,3.6892200000000024
"COc1ccccc1[C@@H](C)NC(=O)[C@@H](C)Oc1cccc(F)c1
",3.479,3.479000000000002
"CC[C@@H](Oc1ccccc1/C=C1\S/C(=N\c2cccc(O)c2)N(CC)C1=O)C(=O)[O-]
",2.9234,2.9234000000000018
"C[C@@H]([NH2+]C[C@H]1CC[C@H](C(N)=O)O1)c1ccc2c(c1)OCCCO2
",0.5052,0.5052000000000001
"Cc1ccccc1Nc1nc(N)nc(COc2ccc(F)c(Cl)c2)n1
",3.87732,3.877320000000002
"CC(=O)Nc1ccc(OC(=O)/C=C/c2ccc(C(N)=O)cc2)cc1
",2.3627,2.3627000000000002
"O=C([O-])c1ccc(-c2ccncc2)cn1
",0.5071,0.5070999999999998
"O[C@H](c1c(F)c(F)c(F)c(F)c1F)C(Cl)(Cl)Cl
",3.7857,3.7856999999999994
"COc1ccc(/C=N/NC(=O)CNc2ccc3ccccc3c2)cc1OC
",3.4192,3.419200000000002
"Cc1ccc(NC(=O)/C(C#N)=C/c2cc(C)n(-c3ccc(O)cc3)c2C)cc1Cl
",5.30724,5.307240000000005
"Cc1cccn2c(=O)c(C(=O)N[C@H]3CCN(C(=O)C(C)C)C3)cnc12
",0.98962,0.9896199999999997
"O=C(NCCCS(=O)(=O)c1ccccc1)c1n[nH]c2ccccc12
",2.1567,2.1567
"C1=C(CC[NH2+]Cc2ccco2)CCCC1
",2.2335,2.2335000000000003
